Bubble    	5%	10%	20%	40%	60%	80%	100%
      1000	0.00143338	0.00158062	0.00167059	0.00215998	0.00252590	0.00270086	0.00273095
      5000	0.03547731	0.03974213	0.04382911	0.05268720	0.06447929	0.06638786	0.07210283
     10000	0.15426408	0.17003924	0.17697063	0.21820116	0.26297102	1.71077339	0.29180283
     20000	0.67925268	0.63100022	0.72962440	2.36070321	1.27730478	1.59553180	1.28152070
     30000	1.54324557	1.51627967	1.75537247	2.28954225	2.74531700	2.61620673	1.80715915
     40000	2.52282648	2.85796544	2.33927584	1.37707437	2.13998004	0.64514877	0.41773202
     50000	2.39455376	1.40032607	2.27942779	0.85458018	2.01731444	2.79058281	1.67113413
