Quick     	5%	10%	20%	40%	60%	80%	100%
      1000	0.00016672	0.00009851	0.00009531	0.00008088	0.00007979	0.00008252	0.00008375
      5000	0.00127382	0.00095937	0.00056492	0.00066208	0.00049769	0.00050792	0.00051826
     10000	0.00161167	0.00184281	0.00124646	0.00109431	0.00105347	0.00105889	0.00109407
     20000	0.00435274	0.00360485	0.00278486	0.00256131	0.00237566	0.00244161	0.00234422
     30000	0.00954647	0.01622844	0.00403978	0.00718995	0.00409758	0.00366338	0.00371149
     40000	0.01144234	0.01144404	0.00531217	0.00526104	0.00527352	0.00539637	0.00516695
     50000	0.01510280	0.01391298	0.00813422	0.00868554	0.00626976	0.00642039	0.00665035
