Insertion 	5%	10%	20%	40%	60%	80%	100%
      1000	0.00006643	0.00013408	0.00020575	0.00044382	0.00056987	0.00072725	0.00086764
      5000	0.00138351	0.00271402	0.00541768	0.01026622	0.01454625	0.01791427	0.02104495
     10000	0.00578518	0.01163396	0.02140645	0.03996084	0.05880926	0.07175342	0.08663585
     20000	0.02280655	0.04316618	0.08556101	0.16489883	0.23477057	0.29687194	0.34687238
     30000	0.05551726	0.10806880	0.23486194	0.40709121	2.02872373	0.75451981	0.88325770
     40000	0.10932007	0.21725226	0.41128462	2.23861245	1.15855902	1.51909051	1.76033339
     50000	0.18378909	1.78026932	0.94849141	1.51546987	1.94090005	2.47566442	1.54888967
